,Filename,Label,Prediction1,Prediction3a,Prediction3a_prob,Prediction3b,Prediction3b_prob,Prediction3c,Prediction3c_prob
151,images_genus_shuffled_aspect_416/Paederidus/Paederidus ruficollis_97.jpg,Paederidus,Paederidus,Tetartopeus,3.667429e-08,Paederus,7.211652e-07,Paederidus,0.9999993
152,images_genus_shuffled_aspect_416/Paederidus/Paederidus ruficollis_99.jpg,Paederidus,Paederidus,Philonthus,5.961394e-08,Paederus,2.9435895e-07,Paederidus,0.99999964
153,images_genus_shuffled_aspect_416/Achenium/Achenium humile_10.jpg,Achenium,Achenium,Megalinus,2.6171298e-11,Euryporus,3.3505986e-11,Achenium,1.0
154,images_genus_shuffled_aspect_416/Achenium/Achenium humile_13.jpg,Achenium,Achenium,Megalinus,1.535281e-10,Euryporus,7.7809786e-10,Achenium,1.0
155,images_genus_shuffled_aspect_416/Achenium/Achenium humile_17.jpg,Achenium,Achenium,Gyrohypnus,3.5821625e-07,Megalinus,5.345567e-07,Achenium,0.9999988
156,images_genus_shuffled_aspect_416/Achenium/Achenium humile_22.jpg,Achenium,Achenium,Cafius,1.5946797e-07,Megalinus,3.4072386e-06,Achenium,0.99999595
157,images_genus_shuffled_aspect_416/Achenium/Achenium humile_25.jpg,Achenium,Achenium,Megalinus,2.002151e-05,Lathrobium,6.684245e-05,Achenium,0.99990976
158,images_genus_shuffled_aspect_416/Achenium/Achenium humile_39.jpg,Achenium,Achenium,Gyrohypnus,1.1940099e-10,Megalinus,5.7879374e-10,Achenium,1.0
159,images_genus_shuffled_aspect_416/Achenium/Achenium humile_5.jpg,Achenium,Achenium,Euryporus,1.297477e-06,Lathrobium,5.1751995e-06,Achenium,0.99999344
160,images_genus_shuffled_aspect_416/Achenium/Achenium humile_7.jpg,Achenium,Achenium,Lathrobium,1.7655463e-08,Lobrathium,2.7421205e-08,Achenium,1.0
161,images_genus_shuffled_aspect_416/Othius/Othius angustus_20.jpg,Othius,Othius,Sunius,5.367933e-07,Xantholinus,2.6914927e-06,Othius,0.9999962
162,images_genus_shuffled_aspect_416/Othius/Othius angustus_21.jpg,Othius,Othius,Lathrobium,4.812603e-07,Xantholinus,1.5020944e-06,Othius,0.9999974
163,images_genus_shuffled_aspect_416/Othius/Othius angustus_27.jpg,Othius,Othius,Ochthephilum,0.048056927,Lathrobium,0.2168798,Othius,0.71902794
164,images_genus_shuffled_aspect_416/Othius/Othius angustus_29.jpg,Othius,Othius,Atrecus,2.2120234e-07,Xantholinus,2.6872036e-07,Othius,0.9999993
165,images_genus_shuffled_aspect_416/Othius/Othius angustus_45.jpg,Othius,Othius,Ochthephilum,0.0008169107,Atrecus,0.0037087712,Othius,0.9946365
166,images_genus_shuffled_aspect_416/Othius/Othius angustus_49.jpg,Othius,Othius,Xantholinus,4.2984652e-07,Sunius,1.2750296e-06,Othius,0.9999982
167,images_genus_shuffled_aspect_416/Othius/Othius angustus_51.jpg,Othius,Othius,Xantholinus,1.257385e-07,Sunius,4.607787e-07,Othius,0.9999994
168,images_genus_shuffled_aspect_416/Othius/Othius angustus_53.jpg,Othius,Othius,Xantholinus,4.901419e-06,Sunius,1.0804733e-05,Othius,0.9999682
169,images_genus_shuffled_aspect_416/Othius/Othius angustus_55.jpg,Othius,Othius,Xantholinus,3.7604283e-07,Sunius,1.9146824e-05,Othius,0.9999801
170,images_genus_shuffled_aspect_416/Othius/Othius angustus_57.jpg,Othius,Othius,Sunius,1.3609497e-07,Atrecus,1.3696042e-07,Othius,0.99999976
171,images_genus_shuffled_aspect_416/Othius/Othius angustus_63.jpg,Othius,Othius,Xantholinus,4.889542e-07,Sunius,2.770274e-05,Othius,0.9999716
172,images_genus_shuffled_aspect_416/Othius/Othius angustus_64.jpg,Othius,Othius,Lathrobium,1.16237736e-07,Xantholinus,4.3142893e-07,Othius,0.9999993
173,images_genus_shuffled_aspect_416/Othius/Othius angustus_68.jpg,Othius,Othius,Xantholinus,6.527898e-07,Sunius,7.762968e-07,Othius,0.99999857
174,images_genus_shuffled_aspect_416/Othius/Othius angustus_74.jpg,Othius,Othius,Sunius,4.1081857e-06,Gabrius,5.268759e-05,Othius,0.9999387
175,images_genus_shuffled_aspect_416/Othius/Othius angustus_76.jpg,Othius,Othius,Xantholinus,1.3617667e-07,Sunius,9.79304e-05,Othius,0.9999019
176,images_genus_shuffled_aspect_416/Othius/Othius angustus_80.jpg,Othius,Othius,Medon,0.0075329435,Sunius,0.06641428,Othius,0.92255783
177,images_genus_shuffled_aspect_416/Othius/Othius angustus_83.jpg,Othius,Othius,Atrecus,1.1183874e-06,Sunius,3.7216457e-06,Othius,0.9999944
178,images_genus_shuffled_aspect_416/Othius/Othius angustus_87.jpg,Othius,Othius,Lathrobium,1.604157e-07,Xantholinus,2.5955069e-06,Othius,0.99999714
179,images_genus_shuffled_aspect_416/Othius/Othius punctulatus_14.jpg,Othius,Othius,Lathrobium,7.682618e-08,Xantholinus,4.6662026e-07,Othius,0.9999993
180,images_genus_shuffled_aspect_416/Othius/Othius punctulatus_23.jpg,Othius,Othius,Quedius,3.5817018e-06,Ocypus,1.0003898e-05,Othius,0.99998605
181,images_genus_shuffled_aspect_416/Othius/Othius punctulatus_26.jpg,Othius,Othius,Ocypus,5.018744e-08,Xantholinus,5.250187e-08,Othius,0.9999999
182,images_genus_shuffled_aspect_416/Othius/Othius punctulatus_29.jpg,Othius,Othius,Ocypus,4.7372367e-07,Xantholinus,3.5919713e-06,Othius,0.9999957
183,images_genus_shuffled_aspect_416/Othius/Othius punctulatus_32.jpg,Othius,Othius,Achenium,4.6551537e-05,Xantholinus,0.000292533,Othius,0.9995931
184,images_genus_shuffled_aspect_416/Othius/Othius punctulatus_33.jpg,Othius,Othius,Ocypus,2.2438708e-07,Quedius,2.6345248e-07,Othius,0.9999994
185,images_genus_shuffled_aspect_416/Othius/Othius punctulatus_35.jpg,Othius,Othius,Quedius,1.13730465e-08,Xantholinus,5.861931e-07,Othius,0.9999994
186,images_genus_shuffled_aspect_416/Othius/Othius punctulatus_49.jpg,Othius,Othius,Megalinus,1.1167524e-07,Xantholinus,6.756543e-06,Othius,0.99999297
187,images_genus_shuffled_aspect_416/Othius/Othius punctulatus_51.jpg,Othius,Othius,Xantholinus,1.6601824e-06,Lathrobium,8.164452e-06,Othius,0.99998975
188,images_genus_shuffled_aspect_416/Othius/Othius punctulatus_54.jpg,Othius,Othius,Quedius,4.5292687e-08,Ocypus,1.1380046e-07,Othius,0.9999999
189,images_genus_shuffled_aspect_416/Othius/Othius punctulatus_7.jpg,Othius,Othius,Lathrobium,0.00079696905,Achenium,0.0025313012,Othius,0.99639434
190,images_genus_shuffled_aspect_416/Othius/Othius subuliformis_13.jpg,Othius,Othius,Atrecus,3.1670934e-06,Sunius,8.078068e-06,Othius,0.99998343
191,images_genus_shuffled_aspect_416/Othius/Othius subuliformis_15.jpg,Othius,Othius,Lathrobium,0.00037395465,Gyrohypnus,0.0008865263,Othius,0.9977704
192,images_genus_shuffled_aspect_416/Othius/Othius subuliformis_16.jpg,Othius,Othius,Philonthus,5.2366695e-06,Erichsonius,1.17613345e-05,Othius,0.9999682
193,images_genus_shuffled_aspect_416/Othius/Othius subuliformis_19.jpg,Othius,Othius,Xantholinus,5.6346545e-07,Atrecus,2.500097e-06,Othius,0.99999654
194,images_genus_shuffled_aspect_416/Othius/Othius subuliformis_22.jpg,Othius,Othius,Lathrobium,7.52181e-08,Sunius,1.1174571e-05,Othius,0.99998856
195,images_genus_shuffled_aspect_416/Othius/Othius subuliformis_26.jpg,Othius,Othius,Ochthephilum,0.00049921725,Lathrobium,0.0019360032,Othius,0.99696606
196,images_genus_shuffled_aspect_416/Othius/Othius subuliformis_31.jpg,Othius,Othius,Lathrobium,0.00012935507,Atrecus,0.00017903322,Othius,0.99964917
197,images_genus_shuffled_aspect_416/Othius/Othius subuliformis_48.jpg,Othius,Othius,Ochthephilum,5.5695247e-05,Gabrius,0.0006267897,Othius,0.99924636
198,images_genus_shuffled_aspect_416/Othius/Othius subuliformis_5.jpg,Othius,Othius,Atrecus,3.5021967e-05,Xantholinus,5.6165063e-05,Othius,0.9998728
199,images_genus_shuffled_aspect_416/Othius/Othius subuliformis_53.jpg,Othius,Othius,Sunius,0.00025673708,Philonthus,0.0002795991,Othius,0.9989962
200,images_genus_shuffled_aspect_416/Othius/Othius subuliformis_7.jpg,Othius,Othius,Atrecus,0.0013933396,Gyrohypnus,0.0015575655,Othius,0.99442214
201,images_genus_shuffled_aspect_416/Staphylinus/Staphylinus caesareus_11.jpg,Staphylinus,Staphylinus,Ocypus,8.098397e-09,Tasgius,4.099534e-07,Staphylinus,0.99999964
202,images_genus_shuffled_aspect_416/Staphylinus/Staphylinus caesareus_18.jpg,Staphylinus,Staphylinus,Dinothenarus,3.078982e-05,Platydracus,0.0038830817,Staphylinus,0.99600947
203,images_genus_shuffled_aspect_416/Staphylinus/Staphylinus caesareus_2.jpg,Staphylinus,Staphylinus,Achenium,1.9036765e-08,Tasgius,1.239783e-07,Staphylinus,0.9999999
204,images_genus_shuffled_aspect_416/Staphylinus/Staphylinus caesareus_8.jpg,Staphylinus,Staphylinus,Platydracus,9.4582197e-07,Tasgius,1.0079607e-06,Staphylinus,0.99999774
205,images_genus_shuffled_aspect_416/Staphylinus/Staphylinus caesareus_9.jpg,Staphylinus,Staphylinus,Megalinus,0.0006113279,Platydracus,0.0047691315,Staphylinus,0.99452907
206,images_genus_shuffled_aspect_416/Staphylinus/Staphylinus dimidiaticornis_13.jpg,Staphylinus,Staphylinus,Rugilus,1.7138456e-08,Tasgius,1.2518875e-07,Staphylinus,0.9999999
207,images_genus_shuffled_aspect_416/Staphylinus/Staphylinus dimidiaticornis_6.jpg,Staphylinus,Staphylinus,Platydracus,3.803472e-06,Tasgius,0.00028900048,Staphylinus,0.99970335
208,images_genus_shuffled_aspect_416/Staphylinus/Staphylinus dimidiaticornis_7.jpg,Staphylinus,Staphylinus,Ocypus,2.3762974e-05,Platydracus,0.0025686016,Staphylinus,0.9973437
209,images_genus_shuffled_aspect_416/Staphylinus/Staphylinus erythropterus_17.jpg,Staphylinus,Staphylinus,Rugilus,3.6194834e-07,Tasgius,1.3340159e-05,Staphylinus,0.9999856
210,images_genus_shuffled_aspect_416/Staphylinus/Staphylinus erythropterus_28.jpg,Staphylinus,Staphylinus,Tasgius,1.495435e-07,Platydracus,2.5107863e-07,Staphylinus,0.99999964
211,images_genus_shuffled_aspect_416/Staphylinus/Staphylinus erythropterus_30.jpg,Staphylinus,Staphylinus,Platydracus,2.7613287e-09,Tasgius,8.596761e-09,Staphylinus,1.0
212,images_genus_shuffled_aspect_416/Staphylinus/Staphylinus erythropterus_31.jpg,Staphylinus,Staphylinus,Achenium,2.1600044e-09,Tasgius,3.1325065e-09,Staphylinus,1.0
213,images_genus_shuffled_aspect_416/Staphylinus/Staphylinus erythropterus_32.jpg,Staphylinus,Staphylinus,Platydracus,7.691284e-09,Tasgius,1.2061946e-07,Staphylinus,0.9999999
214,images_genus_shuffled_aspect_416/Staphylinus/Staphylinus erythropterus_39.jpg,Staphylinus,Staphylinus,Achenium,0.00050856825,Platydracus,0.0028971045,Staphylinus,0.9962119
215,images_genus_shuffled_aspect_416/Staphylinus/Staphylinus erythropterus_4.jpg,Staphylinus,Staphylinus,Tasgius,2.0440697e-07,Rugilus,4.802845e-06,Staphylinus,0.99999475
216,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes murinus_11.jpg,Ontholestes,Ontholestes,Dinothenarus,1.0437996e-07,Creophilus,3.2356024e-07,Ontholestes,0.9999995
217,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes murinus_13.jpg,Ontholestes,Ontholestes,Dinothenarus,1.8133555e-08,Creophilus,6.9173316e-06,Ontholestes,0.9999931
218,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes murinus_19.jpg,Ontholestes,Ontholestes,Dinothenarus,0.00038773307,Creophilus,0.2414819,Ontholestes,0.7579101
219,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes murinus_27.jpg,Ontholestes,Ontholestes,Dinothenarus,8.879092e-10,Creophilus,2.6114693e-08,Ontholestes,1.0
220,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes murinus_30.jpg,Ontholestes,Ontholestes,Dinothenarus,0.0018258649,Creophilus,0.20646693,Ontholestes,0.7917072
221,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes murinus_34.jpg,Ontholestes,Ontholestes,Dinothenarus,1.1451148e-09,Creophilus,1.875789e-09,Ontholestes,1.0
222,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes murinus_38.jpg,Ontholestes,Ontholestes,Dinothenarus,6.9101396e-09,Creophilus,3.2806875e-07,Ontholestes,0.99999964
223,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes murinus_42.jpg,Ontholestes,Creophilus,Dinothenarus,0.0008061333,Ontholestes,0.4843184,Creophilus,0.5148742
224,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes murinus_47.jpg,Ontholestes,Ontholestes,Dinothenarus,0.00033454795,Creophilus,0.00069761835,Ontholestes,0.99896777
225,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes murinus_49.jpg,Ontholestes,Ontholestes,Dinothenarus,0.0028082917,Creophilus,0.35061494,Ontholestes,0.64657676
226,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes murinus_50.jpg,Ontholestes,Ontholestes,Dinothenarus,3.9699023e-07,Creophilus,0.0012756956,Ontholestes,0.9987239
227,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes tessellatus_10.jpg,Ontholestes,Ontholestes,Creophilus,0.000113016176,Dinothenarus,0.00054979586,Ontholestes,0.99933714
228,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes tessellatus_11.jpg,Ontholestes,Ontholestes,Creophilus,3.1489455e-07,Dinothenarus,3.823007e-07,Ontholestes,0.9999993
229,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes tessellatus_18.jpg,Ontholestes,Ontholestes,Creophilus,3.7236836e-07,Dinothenarus,8.199127e-07,Ontholestes,0.9999988
230,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes tessellatus_21.jpg,Ontholestes,Ontholestes,Dinothenarus,0.0001981451,Creophilus,0.00061674736,Ontholestes,0.99918514
231,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes tessellatus_27.jpg,Ontholestes,Ontholestes,Dinothenarus,2.2691555e-08,Creophilus,3.898321e-07,Ontholestes,0.99999964
232,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes tessellatus_7.jpg,Ontholestes,Ontholestes,Creophilus,1.3026269e-06,Dinothenarus,0.0001162637,Ontholestes,0.99988246
233,images_genus_shuffled_aspect_416/Ontholestes/Ontholestes tessellatus_8.jpg,Ontholestes,Ontholestes,Dinothenarus,2.3416686e-05,Creophilus,6.810606e-05,Ontholestes,0.99990845
234,images_genus_shuffled_aspect_416/Tasgius/Tasgius ater_12.jpg,Tasgius,Tasgius,Ontholestes,3.8270096e-06,Ocypus,0.00011901776,Tasgius,0.9998721
235,images_genus_shuffled_aspect_416/Tasgius/Tasgius ater_16.jpg,Tasgius,Tasgius,Staphylinus,4.58428e-06,Ocypus,6.47747e-05,Tasgius,0.99992526
236,images_genus_shuffled_aspect_416/Tasgius/Tasgius ater_19.jpg,Tasgius,Tasgius,Cafius,9.623025e-07,Ocypus,0.00016650485,Tasgius,0.99983037
237,images_genus_shuffled_aspect_416/Tasgius/Tasgius ater_31.jpg,Tasgius,Tasgius,Rugilus,4.081091e-06,Staphylinus,6.323311e-06,Tasgius,0.999982
238,images_genus_shuffled_aspect_416/Tasgius/Tasgius ater_33.jpg,Tasgius,Tasgius,Staphylinus,1.5512796e-06,Ocypus,2.7940228e-05,Tasgius,0.9999696
239,images_genus_shuffled_aspect_416/Tasgius/Tasgius ater_34.jpg,Tasgius,Tasgius,Velleius,0.00021670389,Ocypus,0.13327251,Tasgius,0.86633503
240,images_genus_shuffled_aspect_416/Tasgius/Tasgius ater_4.jpg,Tasgius,Tasgius,Ontholestes,0.0006915428,Ocypus,0.00079968036,Tasgius,0.9970847
241,images_genus_shuffled_aspect_416/Tasgius/Tasgius globulifer_2.jpg,Tasgius,Tasgius,Cafius,5.576407e-06,Ocypus,0.004608814,Tasgius,0.9953805
242,images_genus_shuffled_aspect_416/Tasgius/Tasgius globulifer_26.jpg,Tasgius,Tasgius,Dinothenarus,2.8058068e-05,Ocypus,0.00031169446,Tasgius,0.9996216
243,images_genus_shuffled_aspect_416/Tasgius/Tasgius globulifer_27.jpg,Tasgius,Tasgius,Velleius,2.657256e-06,Ocypus,0.00049820426,Tasgius,0.99949396
244,images_genus_shuffled_aspect_416/Tasgius/Tasgius globulifer_6.jpg,Tasgius,Tasgius,Cafius,9.541287e-07,Ocypus,0.0007626936,Tasgius,0.99923503
245,images_genus_shuffled_aspect_416/Tasgius/Tasgius globulifer_8.jpg,Tasgius,Tasgius,Staphylinus,1.7057118e-07,Ocypus,2.5330875e-05,Tasgius,0.99997425
246,images_genus_shuffled_aspect_416/Tasgius/Tasgius melanarius_12.jpg,Tasgius,Tasgius,Quedius,2.1880613e-05,Ocypus,0.49343166,Tasgius,0.50651944
247,images_genus_shuffled_aspect_416/Tasgius/Tasgius melanarius_20.jpg,Tasgius,Tasgius,Staphylinus,8.7259235e-05,Ocypus,0.03774418,Tasgius,0.9620539
248,images_genus_shuffled_aspect_416/Tasgius/Tasgius melanarius_25.jpg,Tasgius,Ocypus,Velleius,5.293049e-05,Tasgius,0.34213957,Ocypus,0.65777904
249,images_genus_shuffled_aspect_416/Tasgius/Tasgius melanarius_35.jpg,Tasgius,Tasgius,Staphylinus,4.686616e-06,Ocypus,0.0029196306,Tasgius,0.9970726
250,images_genus_shuffled_aspect_416/Tasgius/Tasgius melanarius_39.jpg,Tasgius,Tasgius,Staphylinus,9.4754387e-07,Ocypus,0.0008210745,Tasgius,0.99917716
251,images_genus_shuffled_aspect_416/Tasgius/Tasgius melanarius_40.jpg,Tasgius,Tasgius,Cafius,6.546926e-06,Ocypus,0.0005203731,Tasgius,0.9994709
252,images_genus_shuffled_aspect_416/Tasgius/Tasgius melanarius_42.jpg,Tasgius,Tasgius,Staphylinus,0.000849385,Ocypus,0.016913412,Tasgius,0.98214793
253,images_genus_shuffled_aspect_416/Tasgius/Tasgius melanarius_51.jpg,Tasgius,Tasgius,Staphylinus,3.6635467e-06,Ocypus,0.00052267715,Tasgius,0.9994733
254,images_genus_shuffled_aspect_416/Tasgius/Tasgius melanarius_54.jpg,Tasgius,Tasgius,Staphylinus,1.5442796e-06,Ocypus,0.00012436406,Tasgius,0.9998739
255,images_genus_shuffled_aspect_416/Tasgius/Tasgius melanarius_7.jpg,Tasgius,Tasgius,Quedius,0.0001740215,Ocypus,0.040772565,Tasgius,0.95902294
256,images_genus_shuffled_aspect_416/Tasgius/Tasgius melanarius_8.jpg,Tasgius,Tasgius,Staphylinus,2.6108953e-08,Ocypus,2.720094e-05,Tasgius,0.9999728
257,images_genus_shuffled_aspect_416/Tasgius/Tasgius morsitans_11.jpg,Tasgius,Tasgius,Staphylinus,1.965951e-05,Ocypus,3.2843986e-05,Tasgius,0.99993324
258,images_genus_shuffled_aspect_416/Tasgius/Tasgius morsitans_19.jpg,Tasgius,Tasgius,Tetartopeus,3.4664681e-06,Staphylinus,2.7556365e-05,Tasgius,0.9999677
259,images_genus_shuffled_aspect_416/Tasgius/Tasgius morsitans_20.jpg,Tasgius,Tasgius,Staphylinus,5.55837e-06,Ocypus,0.000121309844,Tasgius,0.9998729
260,images_genus_shuffled_aspect_416/Tasgius/Tasgius morsitans_22.jpg,Tasgius,Tasgius,Ocypus,4.840171e-07,Staphylinus,4.672897e-06,Tasgius,0.99999416
261,images_genus_shuffled_aspect_416/Tasgius/Tasgius morsitans_24.jpg,Tasgius,Tasgius,Staphylinus,3.184647e-06,Ocypus,5.3672566e-06,Tasgius,0.99998593
262,images_genus_shuffled_aspect_416/Tasgius/Tasgius morsitans_31.jpg,Tasgius,Tasgius,Cafius,1.0921893e-05,Ocypus,6.1411956e-05,Tasgius,0.9999089
263,images_genus_shuffled_aspect_416/Tasgius/Tasgius morsitans_37.jpg,Tasgius,Tasgius,Tetartopeus,8.180543e-06,Staphylinus,0.0004894376,Tasgius,0.99949074
264,images_genus_shuffled_aspect_416/Tasgius/Tasgius morsitans_38.jpg,Tasgius,Tasgius,Ocypus,3.9380325e-07,Staphylinus,0.00010340524,Tasgius,0.99989533
265,images_genus_shuffled_aspect_416/Tasgius/Tasgius morsitans_5.jpg,Tasgius,Tasgius,Tetartopeus,1.8798378e-06,Staphylinus,3.6362037e-06,Tasgius,0.9999896
266,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_101.jpg,Rugilus,Rugilus,Medon,4.615931e-09,Bisnius,2.8072446e-08,Rugilus,1.0
267,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_103.jpg,Rugilus,Rugilus,Medon,1.6424332e-09,Astenus,1.8385926e-09,Rugilus,1.0
268,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_106.jpg,Rugilus,Rugilus,Bisnius,5.897324e-10,Astenus,4.683118e-08,Rugilus,1.0
269,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_107.jpg,Rugilus,Rugilus,Paederidus,5.2465593e-10,Medon,2.7806515e-09,Rugilus,1.0
270,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_114.jpg,Rugilus,Rugilus,Medon,7.513056e-10,Astenus,3.2447858e-08,Rugilus,1.0
271,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_115.jpg,Rugilus,Rugilus,Bisnius,8.696097e-11,Astenus,1.1569392e-09,Rugilus,1.0
272,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_125.jpg,Rugilus,Rugilus,Bisnius,2.4255955e-09,Medon,2.6272604e-09,Rugilus,1.0
273,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_126.jpg,Rugilus,Rugilus,Medon,2.6056341e-11,Astenus,3.2090908e-10,Rugilus,1.0
274,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_132.jpg,Rugilus,Rugilus,Medon,4.599671e-13,Astenus,2.8637837e-10,Rugilus,1.0
275,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_140.jpg,Rugilus,Rugilus,Bisnius,3.4457687e-10,Astenus,3.3520529e-09,Rugilus,1.0
276,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_146.jpg,Rugilus,Rugilus,Medon,4.7015625e-08,Astenus,5.899123e-06,Rugilus,0.99999404
277,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_148.jpg,Rugilus,Rugilus,Medon,1.2271573e-07,Bisnius,1.4783762e-07,Rugilus,0.99999964
278,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_18.jpg,Rugilus,Rugilus,Bisnius,2.3280766e-09,Medon,2.082561e-08,Rugilus,1.0
279,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_20.jpg,Rugilus,Rugilus,Astenus,3.168907e-08,Medon,6.231149e-08,Rugilus,0.9999999
280,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_21.jpg,Rugilus,Rugilus,Bisnius,6.318465e-13,Astenus,5.6878124e-10,Rugilus,1.0
281,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_23.jpg,Rugilus,Rugilus,Bisnius,1.0058682e-09,Medon,2.134567e-09,Rugilus,1.0
282,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_27.jpg,Rugilus,Rugilus,Astenus,2.0073654e-07,Medon,2.077573e-05,Rugilus,0.9999788
283,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_36.jpg,Rugilus,Rugilus,Medon,2.017482e-09,Bisnius,4.7481437e-09,Rugilus,1.0
284,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_40.jpg,Rugilus,Rugilus,Astenus,2.6501082e-10,Medon,9.239952e-09,Rugilus,1.0
285,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_43.jpg,Rugilus,Rugilus,Bisnius,2.2124403e-11,Astenus,4.7698743e-09,Rugilus,1.0
286,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_44.jpg,Rugilus,Rugilus,Bisnius,1.19255175e-08,Astenus,3.124021e-07,Rugilus,0.99999964
287,images_genus_shuffled_aspect_416/Rugilus/Rugilus erichsoni_50.jpg,Rugilus,Rugilus,Paederidus,7.2231743e-12,Astenus,3.2297613e-09,Rugilus,1.0
