Filename,Prediction1,Prediction3
images_genus/Othius/Othius angustus_15.jpg,Rugilus,"[('Bisnius', 0.06962096), ('Lithocharis', 0.13003106), ('Rugilus', 0.33608142)]"
images_genus/Othius/Othius angustus_16.jpg,Rugilus,"[('Bisnius', 0.069346994), ('Lithocharis', 0.12935272), ('Rugilus', 0.33503485)]"
images_genus/Othius/Othius angustus_17.jpg,Rugilus,"[('Bisnius', 0.06958375), ('Lithocharis', 0.1297562), ('Rugilus', 0.3337315)]"
images_genus/Othius/Othius angustus_18.jpg,Rugilus,"[('Bisnius', 0.06907633), ('Lithocharis', 0.12708175), ('Rugilus', 0.34224626)]"
images_genus/Othius/Othius angustus_19.jpg,Rugilus,"[('Bisnius', 0.068504006), ('Lithocharis', 0.13180311), ('Rugilus', 0.33388677)]"
images_genus/Othius/Othius angustus_20.jpg,Rugilus,"[('Bisnius', 0.0697246), ('Lithocharis', 0.12928118), ('Rugilus', 0.33487913)]"
images_genus/Othius/Othius angustus_21.jpg,Rugilus,"[('Bisnius', 0.06783509), ('Lithocharis', 0.13236049), ('Rugilus', 0.33108875)]"
images_genus/Othius/Othius angustus_22.jpg,Rugilus,"[('Bisnius', 0.06891363), ('Lithocharis', 0.13299567), ('Rugilus', 0.32775438)]"
images_genus/Othius/Othius angustus_23.jpg,Rugilus,"[('Bisnius', 0.06932059), ('Lithocharis', 0.13089462), ('Rugilus', 0.33414763)]"
images_genus/Othius/Othius angustus_24.jpg,Rugilus,"[('Bisnius', 0.0680193), ('Lithocharis', 0.1307832), ('Rugilus', 0.3394355)]"
images_genus/Othius/Othius angustus_25.jpg,Rugilus,"[('Bisnius', 0.069241844), ('Lithocharis', 0.12864639), ('Rugilus', 0.34117398)]"
images_genus/Othius/Othius angustus_26.jpg,Rugilus,"[('Bisnius', 0.069292955), ('Lithocharis', 0.13189028), ('Rugilus', 0.32885137)]"
images_genus/Othius/Othius angustus_9.jpg,Rugilus,"[('Bisnius', 0.07054991), ('Lithocharis', 0.12751178), ('Rugilus', 0.3378104)]"
images_genus/Othius/Othius punctulatus_10.jpg,Rugilus,"[('Bisnius', 0.068210624), ('Lithocharis', 0.13006799), ('Rugilus', 0.32450673)]"
images_genus/Othius/Othius punctulatus_11.jpg,Rugilus,"[('Bisnius', 0.068001926), ('Lithocharis', 0.13368562), ('Rugilus', 0.32187152)]"
images_genus/Othius/Othius punctulatus_12.jpg,Rugilus,"[('Bisnius', 0.068011194), ('Lithocharis', 0.13059647), ('Rugilus', 0.32799566)]"
images_genus/Othius/Othius punctulatus_13.jpg,Rugilus,"[('Bisnius', 0.068737544), ('Lithocharis', 0.13211142), ('Rugilus', 0.32302383)]"
images_genus/Othius/Othius punctulatus_14.jpg,Rugilus,"[('Bisnius', 0.0697208), ('Lithocharis', 0.12771133), ('Rugilus', 0.3270119)]"
images_genus/Othius/Othius punctulatus_15.jpg,Rugilus,"[('Bisnius', 0.06835813), ('Lithocharis', 0.13055195), ('Rugilus', 0.32040966)]"
images_genus/Othius/Othius punctulatus_5.jpg,Rugilus,"[('Bisnius', 0.0668046), ('Lithocharis', 0.13307102), ('Rugilus', 0.32272482)]"
images_genus/Othius/Othius punctulatus_6.jpg,Rugilus,"[('Bisnius', 0.06819734), ('Lithocharis', 0.12972745), ('Rugilus', 0.32922694)]"
images_genus/Othius/Othius punctulatus_7.jpg,Rugilus,"[('Bisnius', 0.06816702), ('Lithocharis', 0.12992841), ('Rugilus', 0.33811268)]"
images_genus/Othius/Othius punctulatus_8.jpg,Rugilus,"[('Bisnius', 0.06937687), ('Lithocharis', 0.13228483), ('Rugilus', 0.32807338)]"
images_genus/Othius/Othius punctulatus_9.jpg,Rugilus,"[('Bisnius', 0.06471033), ('Lithocharis', 0.1426872), ('Rugilus', 0.29227477)]"
images_genus/Othius/Othius subuliformis_10.jpg,Rugilus,"[('Bisnius', 0.0668864), ('Lithocharis', 0.13280505), ('Rugilus', 0.32409567)]"
images_genus/Othius/Othius subuliformis_11.jpg,Rugilus,"[('Bisnius', 0.06885096), ('Lithocharis', 0.13060367), ('Rugilus', 0.33530247)]"
images_genus/Othius/Othius subuliformis_12.jpg,Rugilus,"[('Bisnius', 0.06832985), ('Lithocharis', 0.13015984), ('Rugilus', 0.33520174)]"
images_genus/Othius/Othius subuliformis_13.jpg,Rugilus,"[('Bisnius', 0.06889783), ('Lithocharis', 0.1309942), ('Rugilus', 0.3362024)]"
images_genus/Othius/Othius subuliformis_14.jpg,Rugilus,"[('Bisnius', 0.069668315), ('Lithocharis', 0.12991773), ('Rugilus', 0.33417684)]"
images_genus/Othius/Othius subuliformis_15.jpg,Rugilus,"[('Bisnius', 0.06984145), ('Lithocharis', 0.12929723), ('Rugilus', 0.3344761)]"
images_genus/Othius/Othius subuliformis_5.jpg,Rugilus,"[('Bisnius', 0.06872259), ('Lithocharis', 0.12959972), ('Rugilus', 0.3387251)]"
images_genus/Othius/Othius subuliformis_6.jpg,Rugilus,"[('Bisnius', 0.069431625), ('Lithocharis', 0.12938562), ('Rugilus', 0.3368093)]"
images_genus/Othius/Othius subuliformis_7.jpg,Rugilus,"[('Bisnius', 0.06970132), ('Lithocharis', 0.12809746), ('Rugilus', 0.34746146)]"
images_genus/Othius/Othius subuliformis_8.jpg,Rugilus,"[('Bisnius', 0.06864831), ('Lithocharis', 0.13011563), ('Rugilus', 0.33675376)]"
images_genus/Othius/Othius subuliformis_9.jpg,Rugilus,"[('Bisnius', 0.06850208), ('Lithocharis', 0.13168867), ('Rugilus', 0.33001682)]"
images_genus/Staphylinus/Staphylinus caesareus_2.jpg,Rugilus,"[('Bisnius', 0.0687514), ('Lithocharis', 0.1332619), ('Rugilus', 0.32441694)]"
images_genus/Staphylinus/Staphylinus caesareus_3.jpg,Rugilus,"[('Bisnius', 0.06673614), ('Lithocharis', 0.1364594), ('Rugilus', 0.31641552)]"
images_genus/Staphylinus/Staphylinus caesareus_4.jpg,Rugilus,"[('Bisnius', 0.06903739), ('Lithocharis', 0.13025805), ('Rugilus', 0.33236384)]"
images_genus/Staphylinus/Staphylinus caesareus_5.jpg,Rugilus,"[('Bisnius', 0.06836979), ('Lithocharis', 0.13743623), ('Rugilus', 0.31630325)]"
images_genus/Staphylinus/Staphylinus caesareus_6.jpg,Rugilus,"[('Bisnius', 0.06766479), ('Lithocharis', 0.13388093), ('Rugilus', 0.31812936)]"
images_genus/Staphylinus/Staphylinus dimidiaticornis_2.jpg,Rugilus,"[('Bisnius', 0.06923166), ('Lithocharis', 0.12933712), ('Rugilus', 0.3318128)]"
images_genus/Staphylinus/Staphylinus dimidiaticornis_3.jpg,Rugilus,"[('Bisnius', 0.06834873), ('Lithocharis', 0.13131459), ('Rugilus', 0.33049986)]"
images_genus/Staphylinus/Staphylinus dimidiaticornis_4.jpg,Rugilus,"[('Bisnius', 0.068479255), ('Lithocharis', 0.13113426), ('Rugilus', 0.33085054)]"
images_genus/Staphylinus/Staphylinus dimidiaticornis_5.jpg,Rugilus,"[('Bisnius', 0.07010783), ('Lithocharis', 0.1253434), ('Rugilus', 0.33681923)]"
images_genus/Staphylinus/Staphylinus erythropterus_10.jpg,Rugilus,"[('Bisnius', 0.06932715), ('Lithocharis', 0.1295356), ('Rugilus', 0.3354789)]"
images_genus/Staphylinus/Staphylinus erythropterus_11.jpg,Rugilus,"[('Bisnius', 0.06862549), ('Lithocharis', 0.12972769), ('Rugilus', 0.33265054)]"
images_genus/Staphylinus/Staphylinus erythropterus_4.jpg,Rugilus,"[('Bisnius', 0.06770234), ('Lithocharis', 0.13276285), ('Rugilus', 0.328307)]"
images_genus/Staphylinus/Staphylinus erythropterus_5.jpg,Rugilus,"[('Bisnius', 0.06827864), ('Lithocharis', 0.13051723), ('Rugilus', 0.3354571)]"
images_genus/Staphylinus/Staphylinus erythropterus_6.jpg,Rugilus,"[('Bisnius', 0.068887725), ('Lithocharis', 0.13022141), ('Rugilus', 0.33141282)]"
images_genus/Staphylinus/Staphylinus erythropterus_7.jpg,Rugilus,"[('Bisnius', 0.06850843), ('Lithocharis', 0.13125716), ('Rugilus', 0.33169043)]"
images_genus/Staphylinus/Staphylinus erythropterus_8.jpg,Rugilus,"[('Bisnius', 0.069275334), ('Lithocharis', 0.12844929), ('Rugilus', 0.3389142)]"
images_genus/Staphylinus/Staphylinus erythropterus_9.jpg,Rugilus,"[('Bisnius', 0.06907888), ('Lithocharis', 0.12760921), ('Rugilus', 0.33653662)]"
images_genus/Ontholestes/Ontholestes murinus_10.jpg,Rugilus,"[('Bisnius', 0.06869455), ('Lithocharis', 0.13003772), ('Rugilus', 0.32504585)]"
images_genus/Ontholestes/Ontholestes murinus_11.jpg,Rugilus,"[('Bisnius', 0.068011075), ('Lithocharis', 0.12899143), ('Rugilus', 0.33577386)]"
images_genus/Ontholestes/Ontholestes murinus_12.jpg,Rugilus,"[('Bisnius', 0.06750043), ('Lithocharis', 0.1319278), ('Rugilus', 0.33024278)]"
images_genus/Ontholestes/Ontholestes murinus_13.jpg,Rugilus,"[('Bisnius', 0.067053206), ('Lithocharis', 0.13289812), ('Rugilus', 0.32834104)]"
images_genus/Ontholestes/Ontholestes murinus_14.jpg,Rugilus,"[('Bisnius', 0.06834384), ('Lithocharis', 0.12914759), ('Rugilus', 0.33621764)]"
images_genus/Ontholestes/Ontholestes murinus_15.jpg,Rugilus,"[('Bisnius', 0.06593279), ('Lithocharis', 0.13556732), ('Rugilus', 0.3214824)]"
images_genus/Ontholestes/Ontholestes murinus_5.jpg,Rugilus,"[('Bisnius', 0.068166584), ('Lithocharis', 0.12921783), ('Rugilus', 0.32667172)]"
images_genus/Ontholestes/Ontholestes murinus_6.jpg,Rugilus,"[('Bisnius', 0.06984559), ('Lithocharis', 0.12692772), ('Rugilus', 0.33163714)]"
images_genus/Ontholestes/Ontholestes murinus_7.jpg,Rugilus,"[('Bisnius', 0.068384096), ('Lithocharis', 0.1308193), ('Rugilus', 0.33671156)]"
images_genus/Ontholestes/Ontholestes murinus_8.jpg,Rugilus,"[('Bisnius', 0.06673714), ('Lithocharis', 0.12975036), ('Rugilus', 0.3355471)]"
images_genus/Ontholestes/Ontholestes murinus_9.jpg,Rugilus,"[('Bisnius', 0.06712514), ('Lithocharis', 0.13522816), ('Rugilus', 0.3244861)]"
images_genus/Ontholestes/Ontholestes tessellatus_3.jpg,Rugilus,"[('Bisnius', 0.06698209), ('Lithocharis', 0.13401274), ('Rugilus', 0.30936596)]"
images_genus/Ontholestes/Ontholestes tessellatus_4.jpg,Rugilus,"[('Bisnius', 0.06973407), ('Lithocharis', 0.12979154), ('Rugilus', 0.32961255)]"
images_genus/Ontholestes/Ontholestes tessellatus_5.jpg,Rugilus,"[('Bisnius', 0.066410184), ('Lithocharis', 0.13701206), ('Rugilus', 0.3139201)]"
images_genus/Ontholestes/Ontholestes tessellatus_6.jpg,Rugilus,"[('Bisnius', 0.06583172), ('Lithocharis', 0.14053454), ('Rugilus', 0.30605346)]"
images_genus/Ontholestes/Ontholestes tessellatus_7.jpg,Rugilus,"[('Bisnius', 0.06931874), ('Lithocharis', 0.12801978), ('Rugilus', 0.3311173)]"
images_genus/Ontholestes/Ontholestes tessellatus_8.jpg,Rugilus,"[('Bisnius', 0.063929126), ('Lithocharis', 0.14578542), ('Rugilus', 0.2978909)]"
images_genus/Ontholestes/Ontholestes tessellatus_9.jpg,Rugilus,"[('Bisnius', 0.06649041), ('Lithocharis', 0.135118), ('Rugilus', 0.32072997)]"
images_genus/Tasgius/Tasgius ater_3.jpg,Rugilus,"[('Bisnius', 0.068532854), ('Lithocharis', 0.13583927), ('Rugilus', 0.31849632)]"
images_genus/Tasgius/Tasgius ater_4.jpg,Rugilus,"[('Bisnius', 0.06868875), ('Lithocharis', 0.135014), ('Rugilus', 0.32079402)]"
images_genus/Tasgius/Tasgius ater_5.jpg,Rugilus,"[('Bisnius', 0.069294505), ('Lithocharis', 0.12892732), ('Rugilus', 0.32621685)]"
images_genus/Tasgius/Tasgius ater_6.jpg,Rugilus,"[('Bisnius', 0.06785088), ('Lithocharis', 0.13539892), ('Rugilus', 0.32417485)]"
images_genus/Tasgius/Tasgius ater_7.jpg,Rugilus,"[('Bisnius', 0.06805244), ('Lithocharis', 0.13790211), ('Rugilus', 0.31549314)]"
images_genus/Tasgius/Tasgius ater_8.jpg,Rugilus,"[('Bisnius', 0.068677075), ('Lithocharis', 0.13675466), ('Rugilus', 0.31801265)]"
images_genus/Tasgius/Tasgius ater_9.jpg,Rugilus,"[('Bisnius', 0.07081003), ('Lithocharis', 0.12970322), ('Rugilus', 0.33322814)]"
images_genus/Tasgius/Tasgius globulifer_2.jpg,Rugilus,"[('Bisnius', 0.06885689), ('Lithocharis', 0.13028584), ('Rugilus', 0.33153322)]"
images_genus/Tasgius/Tasgius globulifer_3.jpg,Rugilus,"[('Bisnius', 0.06839681), ('Lithocharis', 0.13265151), ('Rugilus', 0.3284712)]"
images_genus/Tasgius/Tasgius globulifer_4.jpg,Rugilus,"[('Bisnius', 0.06820499), ('Lithocharis', 0.13293901), ('Rugilus', 0.32466522)]"
images_genus/Tasgius/Tasgius globulifer_5.jpg,Rugilus,"[('Bisnius', 0.07138899), ('Lithocharis', 0.12726483), ('Rugilus', 0.34587792)]"
images_genus/Tasgius/Tasgius globulifer_6.jpg,Rugilus,"[('Bisnius', 0.07009624), ('Lithocharis', 0.12690349), ('Rugilus', 0.3401789)]"
images_genus/Tasgius/Tasgius melanarius_10.jpg,Rugilus,"[('Bisnius', 0.06848255), ('Lithocharis', 0.1307856), ('Rugilus', 0.33583963)]"
images_genus/Tasgius/Tasgius melanarius_11.jpg,Rugilus,"[('Bisnius', 0.06717066), ('Lithocharis', 0.13191372), ('Rugilus', 0.3273178)]"
images_genus/Tasgius/Tasgius melanarius_12.jpg,Rugilus,"[('Bisnius', 0.06917213), ('Lithocharis', 0.12886745), ('Rugilus', 0.33876017)]"
images_genus/Tasgius/Tasgius melanarius_13.jpg,Rugilus,"[('Bisnius', 0.06806224), ('Lithocharis', 0.13093878), ('Rugilus', 0.32195637)]"
images_genus/Tasgius/Tasgius melanarius_14.jpg,Rugilus,"[('Bisnius', 0.069315925), ('Lithocharis', 0.12935886), ('Rugilus', 0.33200866)]"
images_genus/Tasgius/Tasgius melanarius_15.jpg,Rugilus,"[('Bisnius', 0.06812012), ('Lithocharis', 0.1281068), ('Rugilus', 0.32916152)]"
images_genus/Tasgius/Tasgius melanarius_5.jpg,Rugilus,"[('Bisnius', 0.06846577), ('Lithocharis', 0.12976862), ('Rugilus', 0.33374578)]"
images_genus/Tasgius/Tasgius melanarius_6.jpg,Rugilus,"[('Bisnius', 0.069284886), ('Lithocharis', 0.12534808), ('Rugilus', 0.34114912)]"
images_genus/Tasgius/Tasgius melanarius_7.jpg,Rugilus,"[('Bisnius', 0.06809966), ('Lithocharis', 0.12954755), ('Rugilus', 0.3330673)]"
images_genus/Tasgius/Tasgius melanarius_8.jpg,Rugilus,"[('Bisnius', 0.06597785), ('Lithocharis', 0.13293119), ('Rugilus', 0.32537007)]"
images_genus/Tasgius/Tasgius melanarius_9.jpg,Rugilus,"[('Bisnius', 0.06763283), ('Lithocharis', 0.13311495), ('Rugilus', 0.32188088)]"
images_genus/Tasgius/Tasgius morsitans_10.jpg,Rugilus,"[('Bisnius', 0.06860586), ('Lithocharis', 0.13078988), ('Rugilus', 0.3349387)]"
images_genus/Tasgius/Tasgius morsitans_11.jpg,Rugilus,"[('Bisnius', 0.0693606), ('Lithocharis', 0.1308739), ('Rugilus', 0.33155888)]"
images_genus/Tasgius/Tasgius morsitans_12.jpg,Rugilus,"[('Bisnius', 0.070255704), ('Lithocharis', 0.12911129), ('Rugilus', 0.34065107)]"
images_genus/Tasgius/Tasgius morsitans_4.jpg,Rugilus,"[('Bisnius', 0.06984262), ('Lithocharis', 0.13015999), ('Rugilus', 0.3290301)]"
images_genus/Tasgius/Tasgius morsitans_5.jpg,Rugilus,"[('Bisnius', 0.06781215), ('Lithocharis', 0.13192523), ('Rugilus', 0.3257385)]"
images_genus/Tasgius/Tasgius morsitans_6.jpg,Rugilus,"[('Bisnius', 0.07037913), ('Lithocharis', 0.124637306), ('Rugilus', 0.35278565)]"
images_genus/Tasgius/Tasgius morsitans_7.jpg,Rugilus,"[('Bisnius', 0.06926914), ('Lithocharis', 0.12914596), ('Rugilus', 0.33485875)]"
images_genus/Tasgius/Tasgius morsitans_8.jpg,Rugilus,"[('Bisnius', 0.06876492), ('Lithocharis', 0.12873568), ('Rugilus', 0.3422053)]"
images_genus/Tasgius/Tasgius morsitans_9.jpg,Rugilus,"[('Bisnius', 0.068406366), ('Lithocharis', 0.13237742), ('Rugilus', 0.32686952)]"
images_genus/Rugilus/Rugilus erichsoni_15.jpg,Rugilus,"[('Bisnius', 0.06927836), ('Lithocharis', 0.13128446), ('Rugilus', 0.32471415)]"
images_genus/Rugilus/Rugilus erichsoni_16.jpg,Rugilus,"[('Bisnius', 0.06877392), ('Lithocharis', 0.13196987), ('Rugilus', 0.328935)]"
images_genus/Rugilus/Rugilus erichsoni_17.jpg,Rugilus,"[('Bisnius', 0.069141544), ('Lithocharis', 0.13337673), ('Rugilus', 0.33149064)]"
images_genus/Rugilus/Rugilus erichsoni_18.jpg,Rugilus,"[('Bisnius', 0.067844816), ('Lithocharis', 0.13215867), ('Rugilus', 0.3290124)]"
images_genus/Rugilus/Rugilus erichsoni_19.jpg,Rugilus,"[('Bisnius', 0.06954164), ('Lithocharis', 0.13208672), ('Rugilus', 0.3307893)]"
images_genus/Rugilus/Rugilus erichsoni_20.jpg,Rugilus,"[('Bisnius', 0.06898238), ('Lithocharis', 0.1333127), ('Rugilus', 0.33448243)]"
images_genus/Rugilus/Rugilus erichsoni_21.jpg,Rugilus,"[('Bisnius', 0.069380775), ('Lithocharis', 0.12824658), ('Rugilus', 0.3426925)]"
images_genus/Rugilus/Rugilus erichsoni_22.jpg,Rugilus,"[('Bisnius', 0.06911661), ('Lithocharis', 0.13236439), ('Rugilus', 0.32956406)]"
images_genus/Rugilus/Rugilus erichsoni_23.jpg,Rugilus,"[('Bisnius', 0.067830086), ('Lithocharis', 0.13166252), ('Rugilus', 0.3343305)]"
images_genus/Rugilus/Rugilus erichsoni_24.jpg,Rugilus,"[('Bisnius', 0.068827376), ('Lithocharis', 0.13131614), ('Rugilus', 0.33514857)]"
images_genus/Rugilus/Rugilus erichsoni_25.jpg,Rugilus,"[('Bisnius', 0.0690386), ('Lithocharis', 0.13233775), ('Rugilus', 0.32984146)]"
images_genus/Rugilus/Rugilus erichsoni_26.jpg,Rugilus,"[('Bisnius', 0.06854055), ('Lithocharis', 0.13008922), ('Rugilus', 0.32724282)]"
images_genus/Rugilus/Rugilus erichsoni_27.jpg,Rugilus,"[('Bisnius', 0.06956061), ('Lithocharis', 0.13162406), ('Rugilus', 0.3352525)]"
images_genus/Rugilus/Rugilus erichsoni_28.jpg,Rugilus,"[('Bisnius', 0.069368236), ('Lithocharis', 0.13064529), ('Rugilus', 0.3303295)]"
images_genus/Rugilus/Rugilus erichsoni_29.jpg,Rugilus,"[('Bisnius', 0.068872005), ('Lithocharis', 0.13264486), ('Rugilus', 0.3331084)]"
images_genus/Rugilus/Rugilus erichsoni_30.jpg,Rugilus,"[('Bisnius', 0.06863369), ('Lithocharis', 0.13204148), ('Rugilus', 0.33345118)]"
images_genus/Rugilus/Rugilus erichsoni_31.jpg,Rugilus,"[('Bisnius', 0.06811608), ('Lithocharis', 0.13226421), ('Rugilus', 0.32783023)]"
images_genus/Rugilus/Rugilus erichsoni_32.jpg,Rugilus,"[('Bisnius', 0.06848227), ('Lithocharis', 0.13046), ('Rugilus', 0.32836917)]"
images_genus/Rugilus/Rugilus erichsoni_33.jpg,Rugilus,"[('Bisnius', 0.068711355), ('Lithocharis', 0.13425447), ('Rugilus', 0.33048517)]"
images_genus/Rugilus/Rugilus erichsoni_34.jpg,Rugilus,"[('Bisnius', 0.06824557), ('Lithocharis', 0.1323174), ('Rugilus', 0.32488793)]"
images_genus/Rugilus/Rugilus erichsoni_35.jpg,Rugilus,"[('Bisnius', 0.067818016), ('Lithocharis', 0.13018012), ('Rugilus', 0.33467895)]"
images_genus/Rugilus/Rugilus erichsoni_36.jpg,Rugilus,"[('Bisnius', 0.06761168), ('Lithocharis', 0.13501194), ('Rugilus', 0.3194139)]"
images_genus/Rugilus/Rugilus erichsoni_37.jpg,Rugilus,"[('Bisnius', 0.06872277), ('Lithocharis', 0.13290532), ('Rugilus', 0.32711452)]"
images_genus/Rugilus/Rugilus erichsoni_38.jpg,Rugilus,"[('Bisnius', 0.06840429), ('Lithocharis', 0.13154902), ('Rugilus', 0.3322217)]"
images_genus/Rugilus/Rugilus erichsoni_39.jpg,Rugilus,"[('Bisnius', 0.06769341), ('Lithocharis', 0.13053627), ('Rugilus', 0.32838482)]"
images_genus/Rugilus/Rugilus erichsoni_40.jpg,Rugilus,"[('Bisnius', 0.06895281), ('Lithocharis', 0.13277824), ('Rugilus', 0.32860056)]"
images_genus/Rugilus/Rugilus erichsoni_41.jpg,Rugilus,"[('Bisnius', 0.06888619), ('Lithocharis', 0.13286461), ('Rugilus', 0.32756117)]"
images_genus/Rugilus/Rugilus erichsoni_42.jpg,Rugilus,"[('Bisnius', 0.0688), ('Lithocharis', 0.1312515), ('Rugilus', 0.3306252)]"
images_genus/Rugilus/Rugilus erichsoni_43.jpg,Rugilus,"[('Bisnius', 0.06887162), ('Lithocharis', 0.13021703), ('Rugilus', 0.3321046)]"
images_genus/Rugilus/Rugilus erichsoni_44.jpg,Rugilus,"[('Bisnius', 0.069141775), ('Lithocharis', 0.129327), ('Rugilus', 0.33529654)]"
images_genus/Rugilus/Rugilus erichsoni_45.jpg,Rugilus,"[('Bisnius', 0.06898487), ('Lithocharis', 0.13115942), ('Rugilus', 0.3293556)]"
images_genus/Rugilus/Rugilus orbiculatus_29.jpg,Rugilus,"[('Bisnius', 0.06885627), ('Lithocharis', 0.13136244), ('Rugilus', 0.33065936)]"
images_genus/Rugilus/Rugilus orbiculatus_30.jpg,Rugilus,"[('Bisnius', 0.06902146), ('Lithocharis', 0.13080706), ('Rugilus', 0.33456337)]"
images_genus/Rugilus/Rugilus orbiculatus_31.jpg,Rugilus,"[('Bisnius', 0.06787014), ('Lithocharis', 0.13021225), ('Rugilus', 0.32891038)]"
images_genus/Rugilus/Rugilus orbiculatus_32.jpg,Rugilus,"[('Bisnius', 0.06844573), ('Lithocharis', 0.13313547), ('Rugilus', 0.3308952)]"
images_genus/Rugilus/Rugilus orbiculatus_33.jpg,Rugilus,"[('Bisnius', 0.068273924), ('Lithocharis', 0.12970036), ('Rugilus', 0.33268315)]"
images_genus/Rugilus/Rugilus orbiculatus_34.jpg,Rugilus,"[('Bisnius', 0.068165444), ('Lithocharis', 0.13123178), ('Rugilus', 0.33145157)]"
images_genus/Rugilus/Rugilus orbiculatus_35.jpg,Rugilus,"[('Bisnius', 0.06911823), ('Lithocharis', 0.13047057), ('Rugilus', 0.33071777)]"
images_genus/Rugilus/Rugilus orbiculatus_36.jpg,Rugilus,"[('Bisnius', 0.06867281), ('Lithocharis', 0.13148606), ('Rugilus', 0.32884112)]"
images_genus/Rugilus/Rugilus orbiculatus_37.jpg,Rugilus,"[('Bisnius', 0.06828659), ('Lithocharis', 0.13157612), ('Rugilus', 0.33163643)]"
images_genus/Rugilus/Rugilus orbiculatus_38.jpg,Rugilus,"[('Bisnius', 0.06903356), ('Lithocharis', 0.1273525), ('Rugilus', 0.3348244)]"
images_genus/Rugilus/Rugilus orbiculatus_39.jpg,Rugilus,"[('Bisnius', 0.070452176), ('Lithocharis', 0.12376707), ('Rugilus', 0.348637)]"
images_genus/Rugilus/Rugilus orbiculatus_40.jpg,Rugilus,"[('Bisnius', 0.06904145), ('Lithocharis', 0.12305111), ('Rugilus', 0.3499044)]"
images_genus/Rugilus/Rugilus orbiculatus_41.jpg,Rugilus,"[('Bisnius', 0.06956313), ('Lithocharis', 0.12542006), ('Rugilus', 0.34814012)]"
images_genus/Rugilus/Rugilus orbiculatus_42.jpg,Rugilus,"[('Bisnius', 0.070809774), ('Lithocharis', 0.12545079), ('Rugilus', 0.3379667)]"
images_genus/Rugilus/Rugilus orbiculatus_43.jpg,Rugilus,"[('Bisnius', 0.068358384), ('Lithocharis', 0.12779735), ('Rugilus', 0.33910596)]"
images_genus/Rugilus/Rugilus orbiculatus_44.jpg,Rugilus,"[('Bisnius', 0.0698877), ('Lithocharis', 0.12291346), ('Rugilus', 0.3499478)]"
images_genus/Rugilus/Rugilus orbiculatus_45.jpg,Rugilus,"[('Bisnius', 0.06986594), ('Lithocharis', 0.12850711), ('Rugilus', 0.33588177)]"
images_genus/Rugilus/Rugilus orbiculatus_46.jpg,Rugilus,"[('Bisnius', 0.069883354), ('Lithocharis', 0.123588994), ('Rugilus', 0.3509302)]"
images_genus/Rugilus/Rugilus orbiculatus_47.jpg,Rugilus,"[('Bisnius', 0.07028223), ('Lithocharis', 0.12839468), ('Rugilus', 0.33837578)]"
images_genus/Rugilus/Rugilus orbiculatus_48.jpg,Rugilus,"[('Bisnius', 0.072576016), ('Lithocharis', 0.12027903), ('Rugilus', 0.345793)]"
images_genus/Rugilus/Rugilus orbiculatus_49.jpg,Rugilus,"[('Bisnius', 0.06962005), ('Lithocharis', 0.12546842), ('Rugilus', 0.33943146)]"
images_genus/Rugilus/Rugilus orbiculatus_50.jpg,Rugilus,"[('Bisnius', 0.072002664), ('Lithocharis', 0.12011124), ('Rugilus', 0.34530732)]"
images_genus/Rugilus/Rugilus orbiculatus_51.jpg,Rugilus,"[('Bisnius', 0.070626855), ('Lithocharis', 0.12136413), ('Rugilus', 0.33720547)]"
images_genus/Rugilus/Rugilus orbiculatus_52.jpg,Rugilus,"[('Bisnius', 0.070917316), ('Lithocharis', 0.12398696), ('Rugilus', 0.34024388)]"
